Name,Variant,Procedure,Appropriateness Category,Relative Radiation Level,Comment
Radiologic Management of Thoracic Nodules and Masses,Middle-aged patient (35-60 years old) presenting with a 3-cm lobular mass involving the left pleura associated with rib erosion.,Percutaneous lung biopsy,Usually Appropriate,,
Radiologic Management of Thoracic Nodules and Masses,Middle-aged patient (35-60 years old) presenting with a 3-cm lobular mass involving the left pleura associated with rib erosion.,FDG-PET/CT whole body,Usually Appropriate,,
Radiologic Management of Thoracic Nodules and Masses,Middle-aged patient (35-60 years old) presenting with a 3-cm lobular mass involving the left pleura associated with rib erosion.,Surgical pleural biopsy/resection,May Be Appropriate,,"This procedure depends on accessibility by percutaneous approach. Surgical biopsy may be appropriate; however, resection is not likely possible."
Radiologic Management of Thoracic Nodules and Masses,Middle-aged patient (35-60 years old) presenting with a 3-cm lobular mass involving the left pleura associated with rib erosion.,Follow-up imaging only,Usually Not Appropriate,,
Radiologic Management of Thoracic Nodules and Masses,Middle-aged patient (35-60 years old) presenting with a 3-cm lobular mass involving the left pleura associated with rib erosion.,Conservative management (do nothing),Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary diversion after remote history of cystectomy for cancer. No fever, normal white blood cell (WBC) count and urine output. Loopogram shows no reflux into distal ureters. CT shows new moderate bilateral hydronephrosis.",Medical management without decompression,Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary diversion after remote history of cystectomy for cancer. No fever, normal white blood cell (WBC) count and urine output. Loopogram shows no reflux into distal ureters. CT shows new moderate bilateral hydronephrosis.",Retrograde ureteral stenting,May Be Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary diversion after remote history of cystectomy for cancer. No fever, normal white blood cell (WBC) count and urine output. Loopogram shows no reflux into distal ureters. CT shows new moderate bilateral hydronephrosis.",PCN (includes PCNU),Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary diversion after remote history of cystectomy for cancer. No fever, normal white blood cell (WBC) count and urine output. Loopogram shows no reflux into distal ureters. CT shows new moderate bilateral hydronephrosis.",Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),May Be Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary diversion after remote history of cystectomy for cancer. No fever, normal white blood cell (WBC) count and urine output. Loopogram shows no reflux into distal ureters. CT shows new moderate bilateral hydronephrosis.",PCN (includes PCNU) followed by delayed surgery,Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Seven-day history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. CT scan shows a 10 mm calculus in the mid right ureter without hydronephrosis.",Medical management without decompression,Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Seven-day history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. CT scan shows a 10 mm calculus in the mid right ureter without hydronephrosis.",Retrograde ureteral stenting,Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Seven-day history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. CT scan shows a 10 mm calculus in the mid right ureter without hydronephrosis.",PCN (includes PCNU),May Be Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Seven-day history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. CT scan shows a 10 mm calculus in the mid right ureter without hydronephrosis.",Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Seven-day history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. CT scan shows a 10 mm calculus in the mid right ureter without hydronephrosis.",PCN (includes PCNU) followed by delayed surgery,May Be Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Pregnant patient (20+ weeks) with 3-day history of left flank pain, fever, and leukocytosis. Urinalysis positive for infection. Ultrasound shows new, moderate left hydronephrosis.",Medical management without decompression,Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Pregnant patient (20+ weeks) with 3-day history of left flank pain, fever, and leukocytosis. Urinalysis positive for infection. Ultrasound shows new, moderate left hydronephrosis.",Retrograde ureteral stenting,Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Pregnant patient (20+ weeks) with 3-day history of left flank pain, fever, and leukocytosis. Urinalysis positive for infection. Ultrasound shows new, moderate left hydronephrosis.",PCN,Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Pregnant patient (20+ weeks) with 3-day history of left flank pain, fever, and leukocytosis. Urinalysis positive for infection. Ultrasound shows new, moderate left hydronephrosis.",Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Pregnant patient (20+ weeks) with 3-day history of left flank pain, fever, and leukocytosis. Urinalysis positive for infection. Ultrasound shows new, moderate left hydronephrosis.",PCN followed by delayed surgery,Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Advanced cervical carcinoma with decreased estimated glomerular filtration rate <15. Normal WBC, positive pelvic pressure, no flank pain. CT scan reveals new bilateral hydronephrosis and hydroureter that is due to local invasion by a pelvic mass.",Medical therapy without decompression,Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Advanced cervical carcinoma with decreased estimated glomerular filtration rate <15. Normal WBC, positive pelvic pressure, no flank pain. CT scan reveals new bilateral hydronephrosis and hydroureter that is due to local invasion by a pelvic mass.",Retrograde ureteral stenting,Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Advanced cervical carcinoma with decreased estimated glomerular filtration rate <15. Normal WBC, positive pelvic pressure, no flank pain. CT scan reveals new bilateral hydronephrosis and hydroureter that is due to local invasion by a pelvic mass.",PCN (includes PCNU),Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Advanced cervical carcinoma with decreased estimated glomerular filtration rate <15. Normal WBC, positive pelvic pressure, no flank pain. CT scan reveals new bilateral hydronephrosis and hydroureter that is due to local invasion by a pelvic mass.",Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Advanced cervical carcinoma with decreased estimated glomerular filtration rate <15. Normal WBC, positive pelvic pressure, no flank pain. CT scan reveals new bilateral hydronephrosis and hydroureter that is due to local invasion by a pelvic mass.",PCN (includes PCNU) followed by delayed surgery,May Be Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Prolonged history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. Patient appears septic and is hypotensive. CT scan shows dilated right ureter and renal pelvis with perinephric stranding. No etiology for ureteral obstruction identified with current imaging.",Medical therapy without decompression,Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Prolonged history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. Patient appears septic and is hypotensive. CT scan shows dilated right ureter and renal pelvis with perinephric stranding. No etiology for ureteral obstruction identified with current imaging.",Retrograde ureteral stenting,May Be Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Prolonged history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. Patient appears septic and is hypotensive. CT scan shows dilated right ureter and renal pelvis with perinephric stranding. No etiology for ureteral obstruction identified with current imaging.",PCN (includes PCNU),Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Prolonged history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. Patient appears septic and is hypotensive. CT scan shows dilated right ureter and renal pelvis with perinephric stranding. No etiology for ureteral obstruction identified with current imaging.",Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Prolonged history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. Patient appears septic and is hypotensive. CT scan shows dilated right ureter and renal pelvis with perinephric stranding. No etiology for ureteral obstruction identified with current imaging.",PCN (includes PCNU) followed by delayed surgery,May Be Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary ascites after recent abdominal surgery. Elevated blood urea nitrogen or creatinine, moderate abdominal pain, and no peritoneal signs. CT urogram reveals contrast leak from left pelvic ureteral injury. Current therapy consists of Foley catheter in the bladder.",Medical therapy without decompression,Usually Not Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary ascites after recent abdominal surgery. Elevated blood urea nitrogen or creatinine, moderate abdominal pain, and no peritoneal signs. CT urogram reveals contrast leak from left pelvic ureteral injury. Current therapy consists of Foley catheter in the bladder.",Retrograde ureteral stenting,Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary ascites after recent abdominal surgery. Elevated blood urea nitrogen or creatinine, moderate abdominal pain, and no peritoneal signs. CT urogram reveals contrast leak from left pelvic ureteral injury. Current therapy consists of Foley catheter in the bladder.",PCN (includes PCNU),Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary ascites after recent abdominal surgery. Elevated blood urea nitrogen or creatinine, moderate abdominal pain, and no peritoneal signs. CT urogram reveals contrast leak from left pelvic ureteral injury. Current therapy consists of Foley catheter in the bladder.",Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually Appropriate,,
Radiologic Management of Urinary Tract Obstruction,"Urinary ascites after recent abdominal surgery. Elevated blood urea nitrogen or creatinine, moderate abdominal pain, and no peritoneal signs. CT urogram reveals contrast leak from left pelvic ureteral injury. Current therapy consists of Foley catheter in the bladder.",PCN (includes PCNU) followed by delayed surgery,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Acute venous thromboembolism (proximal deep vein thrombosis of the leg or pulmonary embolism) with no contraindication to anticoagulation.,Anticoagulation,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Acute venous thromboembolism (proximal deep vein thrombosis of the leg or pulmonary embolism) with no contraindication to anticoagulation.,Retrievable IVC filter,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Acute venous thromboembolism (proximal deep vein thrombosis of the leg or pulmonary embolism) with no contraindication to anticoagulation.,Permanent IVC filter,Usually Not Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Acute venous thromboembolism (proximal deep vein thrombosis of the leg or pulmonary embolism) with contraindication to anticoagulation, major complication of anticoagulation, or failure of anticoagulation.",Retrievable IVC filter,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Acute venous thromboembolism (proximal deep vein thrombosis of the leg or pulmonary embolism) with contraindication to anticoagulation, major complication of anticoagulation, or failure of anticoagulation.",Permanent IVC filter,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Acute venous thromboembolism (proximal deep vein thrombosis of the leg or pulmonary embolism) with contraindication to anticoagulation, major complication of anticoagulation, or failure of anticoagulation.",Observation,Usually Not Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Isolated acute distal deep vein thrombosis of the leg.,Observation with serial imaging,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Isolated acute distal deep vein thrombosis of the leg.,Anticoagulation,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Isolated acute distal deep vein thrombosis of the leg.,Retrievable IVC filter,Usually Not Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Isolated acute distal deep vein thrombosis of the leg.,Permanent IVC filter,Usually Not Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Chronic venous thromboembolism (eg, chronic thromboembolic pulmonary hypertension).",Anticoagulation,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Chronic venous thromboembolism (eg, chronic thromboembolic pulmonary hypertension).",Pulmonary thromboendarterectomy,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Chronic venous thromboembolism (eg, chronic thromboembolic pulmonary hypertension).",Balloon pulmonary angioplasty,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Chronic venous thromboembolism (eg, chronic thromboembolic pulmonary hypertension).",Permanent IVC filter,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Chronic venous thromboembolism (eg, chronic thromboembolic pulmonary hypertension).",Retrievable IVC filter,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Venous thromboembolism prophylaxis in high-risk patient (eg, major trauma, traumatic brain injury, etc).",Intermittent pneumatic compression devices,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Venous thromboembolism prophylaxis in high-risk patient (eg, major trauma, traumatic brain injury, etc).",Prophylactic anticoagulation,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Venous thromboembolism prophylaxis in high-risk patient (eg, major trauma, traumatic brain injury, etc).",Retrievable IVC filter,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Venous thromboembolism prophylaxis in high-risk patient (eg, major trauma, traumatic brain injury, etc).",Surveillance US,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Venous thromboembolism prophylaxis in high-risk patient (eg, major trauma, traumatic brain injury, etc).",Permanent IVC filter,Usually Not Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Proximal deep vein thrombosis of the leg undergoing catheter-directed thrombolysis.,Anticoagulation,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Proximal deep vein thrombosis of the leg undergoing catheter-directed thrombolysis.,Retrievable IVC filter,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Proximal deep vein thrombosis of the leg undergoing catheter-directed thrombolysis.,Permanent IVC filter,Usually Not Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Indwelling prophylactic retrievable inferior vena cava filter, resolution of risk factors for venous thromboembolism.",Venography at time of retrieval procedure,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Indwelling prophylactic retrievable inferior vena cava filter, resolution of risk factors for venous thromboembolism.",US duplex Doppler lower extremities prior to retrieval,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Indwelling prophylactic retrievable inferior vena cava filter, resolution of risk factors for venous thromboembolism.",CT venography prior to retrieval,Usually Not Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Indwelling retrievable inferior vena cava filter for venous thromboembolism, now tolerating or completed therapeutic anticoagulation.",Venography at time of retrieval procedure,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Indwelling retrievable inferior vena cava filter for venous thromboembolism, now tolerating or completed therapeutic anticoagulation.",US Duplex lower extremities prior to retrieval,May Be Appropriate (Disagreement),,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,"Indwelling retrievable inferior vena cava filter for venous thromboembolism, now tolerating or completed therapeutic anticoagulation.",CT venography prior to retrieval,Usually Not Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Indwelling retrievable inferior vena cava filter with failed first retrieval attempt.,Re-attempt retrieval with advanced techniques,Usually Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Indwelling retrievable inferior vena cava filter with failed first retrieval attempt.,Convert to permanent device,May Be Appropriate,,
Radiologic Management of Venous Thromboembolism-Inferior Vena Cava Filters,Indwelling retrievable inferior vena cava filter with failed first retrieval attempt.,Refer for surgical evaluation for retrieval,Usually Not Appropriate,,
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,CTA chest abdomen pelvis with IV contrast,Usually Appropriate,5,
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,CTA chest with IV contrast,Usually Appropriate,3,This procedure is appropriate if pathology is contained to the thoracic aorta.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,MRA chest abdomen pelvis with IV contrast,Usually Appropriate,0,
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,MRA chest with IV contrast,Usually Appropriate,0,This procedure is appropriate if pathology is contained to the thoracic aorta.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,MRA chest abdomen pelvis without IV contrast,May Be Appropriate,0,Use this procedure if contrast is contraindicated.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,MRA chest without IV contrast,May Be Appropriate,0,This procedure is appropriate if pathology is contained to the thoracic aorta and if contrast is contraindicated.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,US duplex Doppler iliofemoral arteries,May Be Appropriate,0,This procedure may be appropriate as an adjunctive for preoperative access site planning.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,Aortography chest abdomen pelvis,May Be Appropriate,4,This procedure may be appropriate for diagnostic purposes when urgent intervention is required.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,US echocardiography transesophageal,May Be Appropriate,0,This procedure is useful as an adjunctive study or for urgent/intraoperative evaluation but does not provide complete evaluation of the thoracic aorta and its branch vessels.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,CT chest abdomen pelvis without IV contrast,May Be Appropriate,4,"This procedure may have utility in cases of suspected intramural hematoma, in situations where patients cannot receive iodinated contrast, and/or where MRI is contraindicated."
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,CT chest without IV contrast,May Be Appropriate,3,"This procedure may have utility in cases of suspected intramural hematoma, in situations where patients cannot receive iodinated contrast, and/or where MRI is contraindicated."
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,US echocardiography transthoracic resting,May Be Appropriate,0,
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,US intravascular aorta,May Be Appropriate,0,This procedure may be useful as an adjunctive intraprocedural technique.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,CT chest abdomen pelvis without and with IV contrast,Usually Not Appropriate,4,
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,CT chest abdomen pelvis with IV contrast,Usually Not Appropriate,4,CTA is the preferred examination.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,CT chest without and with IV contrast,Usually Not Appropriate,3,Use this procedure if contrast can be given. CTA is the preferred examination (CTA can include a noncontrast phase as per the ACR definition).
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,CT chest with IV contrast,Usually Not Appropriate,3,Use this procedure if contrast can be given. CTA is the preferred examination.
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,FDG-PET/CT skull base to mid-thigh,Usually Not Appropriate,4,
Thoracic Aorta Interventional Planning and Follow-up,Planning for pre-thoracic endovascular repair (TEVAR) of thoracic aorta disease,X-ray chest,Usually Not Appropriate,,
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,CTA chest abdomen pelvis with IV contrast,Usually Appropriate,5,
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,CTA chest with IV contrast,Usually Appropriate,,This procedure is appropriate if pathology is contained to the thoracic aorta.
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,MRA chest abdomen pelvis with IV contrast,May Be Appropriate,0,"MR should primarily be considered if stent material allows for diagnostic MRI (eg, nitinol)."
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,MRA chest with IV contrast,May Be Appropriate,0,"This procedure should primarily be considered if stent material allows for diagnostic MRI (eg, nitinol) and if pathology is contained to the thoracic aorta."
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,MRA chest abdomen pelvis without IV contrast,May Be Appropriate,0,This procedure may be useful if stent is compatible and if contrast is contraindicated.
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,MRA chest without IV contrast,May Be Appropriate,0,"This procedure may be useful if stent is compatible, if contrast is contraindicated, and if pathology is contained to the thoracic aorta."
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,Aortography chest abdomen pelvis,May Be Appropriate,4,This procedure is not for routine follow-up but may be useful if the source of endoleak is unclear on cross-sectional imaging.
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,CT chest abdomen pelvis without IV contrast,May Be Appropriate,4,"This procedure may be useful for follow-up in stable patients, with addition of CTA if there is a change over time."
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,CT chest without IV contrast,May Be Appropriate,3,"This procedure may be useful for follow-up in stable patients in whom pathology is contained to the thoracic aorta, with addition of CTA if there is a change over time."
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,US echocardiography transesophageal,May Be Appropriate,0,
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,US echocardiography transthoracic resting,May Be Appropriate,,
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,X-ray chest,May Be Appropriate,,This procedure may be helpful for assessment of stent migration and graft fracture.
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,CT chest abdomen pelvis without and with IV contrast,Usually Not Appropriate,4,Use this procedure if contrast can be given. CTA is the preferred examination (CTA can include a noncontrast phase as per the ACR definition).
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,CT chest abdomen pelvis with IV contrast,Usually Not Appropriate,4,CTA is the preferred examination.
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,CT chest without and with IV contrast,Usually Not Appropriate,3,Use this procedure if contrast can be given. CTA is the preferred examination (CTA can include a noncontrast phase as per the ACR definition).
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,CT chest with IV contrast,Usually Not Appropriate,3,Use this procedure if contrast can be given. CTA is the preferred examination.
Thoracic Aorta Interventional Planning and Follow-up,Follow-up for post-thoracic endovascular repair (TEVAR) of thoracic aortic disease,US duplex Doppler aorta abdomen,Usually Not Appropriate,0,"This procedure will provide useful information only for the abdominal portion of the stent graft (if this applies to the patient) and cannot be reliably used in the chest, given the poor acoustic window."
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,MRA chest abdomen pelvis without and with IV contrast,Usually Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,MRA chest abdomen pelvis without IV contrast,Usually Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,CTA chest abdomen pelvis with IV contrast,Usually Appropriate,5,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,MRA chest and abdomen without and with IV contrast,May Be Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,MRA chest and abdomen without IV contrast,May Be Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,CT chest abdomen pelvis with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,CT chest abdomen pelvis without and with IV contrast,May Be Appropriate,,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,CT chest abdomen pelvis without IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,CT chest and abdomen with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,CT chest and abdomen without and with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,CTA chest and abdomen with IV contrast,May Be Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,US duplex Doppler aorta abdomen,Usually Not Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,US echocardiography transthoracic resting,Usually Not Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,Radiography chest,Usually Not Appropriate,,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,Radiography chest abdomen pelvis,Usually Not Appropriate,3,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,Aortography chest abdomen pelvis,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Follow-up of known thoracoabdominal aortic aneurysm or dissection without repair. Without or with new symptoms.,CT chest and abdomen without IV contrast,Usually Not Appropriate,4,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,MRA chest abdomen pelvis without and with IV contrast,Usually Appropriate,0,
Thoracoabdominal Aneurysm or Dissection Treatment Planning and Follow-Up,Planning for endovascular or open repair of thoracoabdominal aorta aneurysm or dissection.,MRA chest abdomen pelvis without IV contrast,Usually Appropriate,0,
